,Sentence,Emotion
35990,니가... 기억 못하는 건 아니고?,슬픔
35991,너 쫌 비꼬는 거 같다?,분노
35992,"열심히 공부해 보겠다는데, 뭐가 이용당하는 거야?",분노
35993,하... 그렇게 비아냥대면 좋아? 진심도 아니면서?,분노
35994,넌 있지... 관두자. 오토바이 태워줘서 고마워.,분노
35995,그래두~ 아~ 해 봐. 아~.,행복
35996,뭘요. 이기지도 않았는데. 근데 좀 불쾌하네요.,분노
35997,뭐?,놀람
35998,애들이 정말 그런 부탁을 했어요?,놀람
35999,그러니까... 제가 이 학교에 없어야... 애들이 마음 무겁지 않게 공부할 수 있겠네요?,슬픔
36000,네? 무슨...,놀람
36001,못 봤는데..으잉? 에이이잉. 기어이. 기어이 일을 저질렀어!,분노
36002,아니 저... 선생님?  선생님!,놀람
36003,에에? 못해요 저!,놀람
36004,어머머!,놀람
36005,"나 도와준 거, 사무실 뺀 돈이었어? 그렇게까지 해서 내 존심에 똥칠하고 싶었어? 니가 잘난 척 해봤자 내 인질이다?",분노
36006,뭐?!!,분노
36007,쥐뿔도 없는 주제에! 공부도 못 하는 주제에! 곧 죽어도 큰소리는 치고 싶어서 꽥꽥대는 거냐 이 못난 놈아! 가라. 열심히 하려는 애들 틈에서 분위기 흐릴 려거든 당장 나가! ,분노
36008,선생님...,슬픔
36009,"옛날 얘기 알지? 제자가 잘못하니까 스승이 자기 종아리 치는 스토리. 난 그건 못 하겠구, 이걸루 때울란다. 미안해. 그렇게 도망가는 거 아니었는데. 한번 기가 팍 죽으니까, 못 버티겠더라.",슬픔
36010,아니에요!,슬픔
36011,선생님 생각이 짧았어. 참을성도 없었구…. 바보였어.,슬픔
36012,일어나세요!,슬픔
36013,"너 교실로 안 돌아가면, 나 이 학교 뜬다. 선생 때려 칠 거야. ",슬픔
36014,"어디 나를 거기다... 쯧.... 실력도 없고, 애들 다룰 줄도 모르는 게 선생은 해서 뭐 하냐. 누굴 가르쳐.",슬픔
36015,선생님...,슬픔
36016,잔주름. 하룻밤 새 0.5미리 늘어났어. 선생님 때문에. 이렇게 내 속을 썩일 수가 있는 거예요?,분노
36017,이사장님이 그런 말씀 하실 입장 아니지 않나요?,분노
36018,뭐예요?,놀람
36019,이사장님 학교 운영하기 싫으셔서 강변호사 불러들인 거잖아요. 이사장님이 애초에 책임감이 있었으면요 오늘날 사태가 이렇게까지…,분노
36020,누가 누구한테 훈계예요 지금?,분노
36021,킥킥.,행복
36022,헤헤. 전 그냥 부담임만 하려구요. 한 겹 접으니까 나름 적응 되네요.,슬픔
36023,쩝. 그니까 선생님두 괜히 역정 내고 그러지 마세요 네? 애들 영어에 흥미 붙이기 시작했거든요. ,슬픔
36024,내가 괜히 그러나? 자꾸 허튼 짓을 하는 걸!,분노
36025,알아 뭐 하게! 에잉. 이렇게 가는 게 아닌데.,분노
36026,애들한테 어떻게 이런 걸 읽힐 수가 있어요?,분노
36027,예?!!,놀람
36028,엄마 도대체 무슨 생각으로 저 아저씨랑 온 거야?,놀람
36029,왔습니다~,행복
36030,네?,놀람
36031,재단 인수 심사팀이 왔습니다~~ 하하하.,행복
36032,그래요?!! ,행복
36033,에?,놀람
36034,할머니!,놀람
36035,가신 줄 알았는데. 왜 청소를 하고 계세요.,놀람
36036,아까 보니까 고기니 학용품이니 다들 한 보따리씩 갖고 왔던데... 저는 암 것도 못 가져와서요. 배운 게 청소뿐이라... 흐흐...,슬픔
36037,할머니...,슬픔
36038,"이러니까! ... 사사건건, 나한테 알량한 자선 베푼 거 빌미로, 찍어누르려고 하니까 묻는 거잖아! 치사해서! 다 돌려주려고!!",분노
36039,... 뭐?,놀람
36040,뭐?!!,분노
36041,뭐? 나한테 무릎 꿇을 각오나 해.,분노
36042,내가 잠깐... 맛이 갔었나봐.,슬픔
36043,응?,놀람
36044,열심히 하는 애한테... 그렇게 말하는 거... 아니었는데. ... 미안.,슬픔
36045,어어?,놀람
36046,"니가, 변호사 말 잘 듣는 거 같아서... 짜증 났어. ... 다른 애도 아니구.. 니가.",슬픔
36047,변호사를... 왜 그렇게 싫어해?,슬픔
36048,"싫어 그냥. 내가 뭐... 쥐뿔 잘난 거 없지만... 그런 자식 말 고분고분 듣는 거... 왠지 굴복하는 거 같애, 이 세상에. ... 훗. 명문대를 가야 사람 구실을 해? 웃기지 말라 그래.",분노
36049,정말?,놀람
36050,치사해서. 기억해 놔라. 나중에 내가 딴 소리 안 하게.,행복
36051,좋아. 중간고사 공부 열심히 할 것임. 저장. ,행복
36052,뭐어?,놀람
36053,이렇게 먼 데서 다녔어?,놀람
36054,아무도 없어. ,슬픔
36055,니가 첨이다? ... 우리 집 온 사람. 나 여기 사는지 아무도 몰라.,슬픔
36056,정말이야. 나 친구 없었어. ... 진짜 친구. 나 위해서... 이렇게 다친 친구.,슬픔
36057,그럼 지금까진... 우리 친구 아니었어?,슬픔
36058,누워누워 30분만 자자. 아... 누가 집에 오니까... 좋다.,행복
36059,무단이탈은 연대책임이다.,분노
36060,에에?!!!,놀람
36061,...어? 서방 니가 좋아하잖아. 껌딱지 커플이면서.,놀람
36062,나랑은... 싸우지도 않는데 뭐. 관심이 있으니까... 싸우는 거지.,슬픔
36063,피곤해도 좋아. 합숙 넘 재밌어. 아... 영원히 고3이면 좋겠다.,행복
36064,피. 좋은데 어떡해? 서방두 있구. 너두 있구. 집에 안 가도 되고.,행복
36065,알았어~.,행복
36066,아아악!!! 이게 뭐예요! 뭐예요! ,분노
36067,그럼 뭐하냐구요! 벌써 이렇게 다 퍼져 나갔는데! 아우 창피해! 아우우 창피해!,분노
36068,네?,놀람
36069,변호사를 쫓아내는 일이라면 기꺼이 동참하시겠다구요. 하하. ,행복
36070,선생이 우리를 아주 제대로 도와주네요.,행복
36071,흐흐. 예.,슬픔
36072,쯧쯧. 기러기아빠 생활 힘듭니다. 제가 해 봐서 압니다.,슬픔
36073,흐흐.,슬픔
36074,"뭡니까. 전화도 안 받고, 사무실에도 없고, 어디서 뭐하다 이제야 나타납니까.",분노
36075,아... 제주도에 국제 에어로빅 세미나가 있어서..,놀람
36076,이게 뭡니까. 내 허락도 없이 누가 이런 짓 하라고 했습니까! ,분노
36077,아…그게…,놀람
36078,내가 언제부터 선생과 동업자였습니까! 예?!!,분노
36079,"특별반을 이용해 유명세를 타보잔 심산이었습니까. 어떻게, 자신이 가르치는 아이들을 상업적으로 이용할 생각을 했습니까!",분노
36080,뭐요?,분노
36081,당신... 애들 시험 보는 중이라 참습니다. 나가주십쇼. 다시는 이 학교에 나타나지 마십쇼.,분노
36082,네? ... 좋아요. 애들 시험 끝나는 대로 이사회 열도록 하죠.,놀람
36083,현명한 선택이십니다. 하하하.,행복
36084,어쩔 수 없어. 우리 아들이 책상 위에 요렇게 서서 닭똥 같은 눈물을 뚝뚝 흘리던 거 생각해 봐.,슬픔
36085,왜 그래! 배고파?,놀람
36086,자꾸 잠이 와 아빠...,슬픔
36087,자!,놀람
36088,공부 많이 하고 싶은데.. 정말 잘 하고 싶은데... 잠귀신이 떠나질 않아…,슬픔
36089,아들아...,슬픔
36090,좋지. 엄청 좋지. 우리 손주가 공부를 이렇게 열심히 하잖어. 이보다 더 좋은 일이 어디있어. 아이구. 내가 노래해서 방해된 거여?,행복
36091,아니. 할머니 노래 들으니까 수학이 막 잘 풀리네?,행복
36092,그래? 다행이네.,행복
36093,다 내탓이지. 갈게요.,슬픔
36094,가든지 말든지.,슬픔
36095,상... 지금 주고 있잖아.,행복
36096,어?,놀람
36097,니 옆에 앉아있는 거.,행복
36098,어유. 싱거워. 유치원 때랑 똑같애.,행복
36099,히히히. 여기 한 시간만 앉아있기 하자. 이게 상.,행복
36100,뭐어?,행복
36101,약혼자였어요.,슬픔
36102,아뇨. 하고 싶어요... 준준재벌 2세쯤 되는 사람이었는데... 회사 넘어가고 가세 기울면서 파혼당했어요. 형편 안 좋아지니까 바로 발 뺀 거죠.,슬픔
36103,가요. 열 낼 기운 없으니까. ,슬픔
36104,에이씨. ,분노
36105,네?,놀람
36106,"누가 쪽팔리대? 제발 내 앞에서 잘난 척, 아는 척 좀 그만해!",분노
36107,에이씨...,분노
36108,네…,행복
36109,... 예?,놀람
36110,네?,놀람
36111,그럼요? 동네방네 자랑해야죠.,행복
36112,"어때. 연애는 좋은 거야. 십전대보탕이야. 엄만, 공부만 하는 재미때기 없는 딸보다 연애하는 딸이 더 좋다 뭐. 좋을 때다.",행복
36113,할머니!,놀람
36114,흐흐. 우리 손주 시험 보느라 고생 했잖어. 할미가 쏘는거여.,행복
36115,어이 먹어. 응?,행복
36116,어... 할머니두.,행복
36117,얼마나 속상했어 그래.,슬픔
36118,응?,놀람
36119,아 이 인간이 또…,분노
36120,으으으...,분노
36121,에?,놀람
36122,니가 나한테 잘못할 게 뭐 있어? 친한 사이래야 잘 하고 잘 못 할 게 있지.,슬픔
36123,너랑 나랑 안 친하냐 그럼? 너나 다 친하지. 친구인데.,슬픔
36124,친구... 누구랑 똑같이 말하네? 좋아하면 생각하는 것도 같아지나 봐.,슬픔
36125,선생님.. 선보러 가?!!,놀람
36126,에?!!,놀람
36127,그 옷 찢기만 해?!!,분노
36128,.. 어?,놀람
36129,어... ,슬픔
36130,아니? 아프니까 좋다. 니가... 업어주고. 니가 업어주는 상상... 맨날 했었는데…,행복
36131,어...,행복
36132,미안하다...,슬픔
36133,에? ,놀람
36134,네?,놀람
36135,아…,슬픔
36136,"그 애가 없으면, 심장마비라도 걸릴 거 같죠? 후후. 그 애가 아니라도... 사랑해 줄 사람은 지천에 널렸습니다. 하지만, 내가 나를 사랑하지 않는다면... 그 누구의 사랑도 얻을 수 없죠. 동냥질밖에 될 수 없어요. 거지.",슬픔
36137,역시... 그랬군.,분노
36138,뭐?,놀람
36139,아저씨... 처음부터 맘엔 안 들었지만... 그래도... 그동안 하는 거 보면서... 뭔가 다른 게 있지 않을까... 생각했었는데.,분노
36140,왜 전부 너 혼자 짊어지려고 해? 같이 좀 들자는데! 같이 좀 뛰자는데! 왜자꾸 혼자 도망치려 그래? 어?!!,분노
36141,같이 뛰어본 적이... 없으니까...,슬픔
36142,"그럼! 이제부터 뛰면 되잖아, 같이! 손 꽉 붙잡고! 뭐가 문제야?!!",분노
36143,선생님…,슬픔
36144,아파? 침을 맞을 걸 그랬나... ,슬픔
36145,에흐. 특별반 가고 얌전해졌다 했더니. 솔직히 말해 봐. 넘어진 거 아니지?,슬픔
36146,잘 굴렀어.허긴. 그동안 퍽 두 참었지. 애들 줘 패고 다니던 놈이 그 정도 참었음 양반 된 거지. .. 이겼냐?,슬픔
36147,선생님…. 이걸 언제 다...,행복
36148,고맙습니다.,행복
36149,그냥... 갈려구요... 부산엔 친척 언니도 있고... 여기 있는 것 보다 낫거든요.,슬픔
36150,그래요..?,놀람
36151,하아아... ,분노
36152,"뭐, 뭐예요?",분노
36153,"안 된다고 몇 번을 말해야 알아들어요? 특별반 다시 생기는 거, 절대 용납 못 해요!",분노
36154,"안 돼요 글쎄. 만일, 내 명령 어기고 개별 행동하면요… 전에 선생님이 냈던 이 사직서, 수리할 테니까 그리 알아요. 알겠어요?",분노
36155,헉!,놀람
36156,예?,놀람
36157,에?,놀람
36158,이런 데 온단 말 없었잖아요.,놀람
36159,개별 훈련?,놀람
36160,독방이요?,놀람
36161,이게 아직도 있었네? ... 근데... 저는 공부 안 해요?,놀람
36162,예?,놀람
36163,히잉…,슬픔
36164,"학생의 가장 큰 비극이 뭔지 알아요? 자신을... 너무가엾어 한다는 겁니다. 뭐... 사람이란 누구나, 그렇긴 하지만요?",슬픔
36165,네?,놀람
36166,"이혼하고 재혼할 수 있습니다. 그분들 인생이에요. 양아치 짓? 할 수 있습니다. 이팔청춘, 피는 절절 끓고, 식구들이고 학교고 죄다 짜증 나고 구린데, 양아치 친구들이라도 없으면 숨 막혀서 어떻게 살아? ",슬픔
36167,어! 나야,놀람
36168,너... 알어?,놀람
36169,예?,놀람
36170,에?,놀람
36171,"우리 손주 덕분에 이런 데를 다 와보고, 할미가 호강하네.",행복
36172,"뭘. 할머니, 이리 누워보셔. 그동안 다리 아팠지 나 집에 없어서. 내가 매일 주물러드려야 하는데.",행복
36173,이이.. 밤엔 조금 허전하드라.,행복
36174,치. 밤에만?,행복
36175,밤에도 낮에도 새벽에도 온통 우리 손주 생각뿐이지 할미는.,행복
36176,할머니...,행복
36177,어디서 요런게 와서 할미를 행복하게 하는지. 고마워요 손주. 할미 곁에 와 줘서.,행복
36178,머리결도 어쩌면 이렇게 이뻐...,행복
36179,엄마 닮아 그렇지.,행복
36180,치. 알긴 알어?,행복
36181,그으럼. 엄마... 요즘 그 아저씨 못 만나서 속상하지.,행복
36182,뭘… 운도 지지리 없는 인간. 어떻게 손대는 일마다 말아먹어.,슬픔
36183,"그래서 그 아저씨, 빚쟁이 피해서 멀리 가 있는 거야?",슬픔
36184,어… 우리딸…,슬픔
36185,응?,놀람
36186,너한테 맨날 안 좋은 모습만 보이구.. 미안해.,슬픔
36187,왜 그래... 갑자기...,슬픔
36188,쯧. 내 딴에는 좋은 엄마 되려고 노력했는데... 잘 안 됐어.,슬픔
36189,네에?,놀람
36190,그 사건... 저 안 잊었어요.,슬픔
36191,뭐?!,놀람
36192,양복...사건이요...,슬픔
36193,"이놈! 이게 그러니까, 촌지 받은 돈으로 해 온 양복이었던 게야?",분노
36194,아닙니다. 선생님!,놀람
36195,너! 학교에서도 쫓겨났다면서? 촌지 받은 돈으로 땅 사서 빌딩 지었다면서!,분노
36196,오해십니다. 선생님! 학교는 제가 자발적으로 그만둔 겁니다.,슬픔
36197,나가! 너 같은 속물은 내 제자 아니야! 나가!!,분노
36198,선생님...,슬픔
36199,"따로 싸려 그랬는데, 엄마가 자꾸 수상하게 보잖아. 그냥 통째로 쓱싹. 히히.",행복
36200,짠~ 못난이 주먹밥! 아~~ 먹어. 꼭꼭 씹어.,행복
36201,예?!!,놀람
36202,짜식들... 왜케 다들 이쁜 거야...?,행복
36203,엥? 뭐 하시는 거예요?,놀람
36204,수능 잘 보려고 착한일 좀 하는 구나. ,행복
36205,에? 하! 무슨. 누명을 씌우고.,놀람
36206,그 착한 녀석에게 희망을 주고 싶었는데… 제가 부족했던 것 같습니다.,슬픔
36207,예?,놀람
36208,으! 으으!,슬픔
36209,아저씨... 아저씨!,놀람
36210,워낙 착하고 여린 애라... 스스로 일어설 수 있을지 모르겠네요.,슬픔
36211,그러게 말입니다. 저도... 모르겠군요.,슬픔
36212,에? 아니... 그런 말씀도 할 줄 아세요? 교사로서 그런 나약한 생각을 가져서 되겠습니까! 이런 대사가 아니구...?,놀람
36213,하아…,슬픔
36214,"그럼, 애를 복도에 혼자 놔둬요? ",분노
36215,"선생님 이러신다고,그 애 나아지지 않습니다. 스스로 깨우쳐야죠!",분노
36216,나빠지지도 않아요! ,분노
36217,예?,놀람
36218,"애들과 함께 하라고 저 부담임시킨 거잖아요! 겁에 질려 떨고 있는 애를, 상처받아 가슴 아픈 애를, 어떻게 두고 봐요? 변호사님이 뭐라셔두요, 제 교육방식은 바뀌지 않아요.",슬픔
36219,수능 날은 바짝바짝 다가오고.. 무서. 무서워 죽겠어.,슬픔
36220,나두... 얼른 확 도망치고 싶어.,슬픔
36221,어떻게..?,놀람
36222,그래요?!! 뭔데요?,놀람
36223,어? 아저씨... 괜찮으세요?,놀람
36224,헉!,놀람
36225,그래. 가서 잘 자구. 음.. 내일은 굉장히 즐거운 일이 일어나는 날? 알지?,행복
36226,네. 내일 뵐게요. 파이팅!,행복
36227,어 할머니. 내 걱정 마시구. 알았어. 모두 백점 맞을게요. 네. ,행복
36228,우리손주…,행복
36229,어...,행복
36230,할미가... 사랑해요.,행복
36231,"나두 할머니. ... 내일 시험 끝나면, 나 또, 맛있는 거 사주셔야 돼?",행복
36232,히히. 네.,행복
36233,갈까?,행복
36234,네!,행복
36235,이사장님!,놀람
36236,집에서 먹고 왔어... 근데도 배가 너무 아프고... 허리엔 찬바람이 부는 거 같아. 쯧... 왜 갑자기... 오늘 이런 거야... ,슬픔
36237,어째…,슬픔
36238,따뜻하다. 핫팩 갖고 왔었어?,행복
36239,어... 고마워...,행복
36240,그게... 환자분이 고령이시고 패혈증으로 인한 혈압 저하까지 있기 때문에… 수술 중 사망하실 가능성도... 있습니다.,슬픔
36241,근데.. 내신 때문에... ,슬픔
36242,네?,놀람
36243,그러니까요... 에휴...,슬픔
36244,응... 안타깝네...,슬픔
36245,아... 올해도 역시 싱글... ,슬픔
36246,"지금까지 집계한 바로는, 예상했던 거 이상으로 결과들이 좋던데?",행복
36247,그래요? 잘 됐다~~~.,행복
36248,어... 아셨어요?,놀람
36249,에?,놀람
36250,왜요?,놀람
36251,힉! 보셨어요? 우씨...,놀람
36252,선생님... 이 양복은.,놀람
36253,이거... 갖다 버리신 거 아니셨어요?,놀람
36254,에잉. 세상 어느 선생이 제자가 준 선물을 갖다 버려. 큼. 그리구 촌지 받은 돈으로 빌딩 산 거 아니었다면서?,행복
36255,네... 아버님이 일구시던 밭뙈기가 개발돼서...,행복
36256,"진짜, 처음부터 끝까지... 자기 멋대로시네요. 이렇게 갑자기 휙 가버려요? 우린 어떡하라구요? 우리 학굔 어떡하라구요!",슬픔
36257,그 말이 아니잖아요! ,슬픔
36258,니들이 원한게 이거야? 좋아! 원하는 대로 해줄게.,분노
36259,"뭐.. 뭐야 너. 오지마, 가까이 오지마!",놀람
36260,에이- 그러지 말고 지금- 에엣? 주...죽어? 죽을 거예요 지금? 아니 왜?,놀람
36261,진화?! 이게 지금 진화되고있는 겁니까? 기자들 입에서 어떻게 감히! 어떻게 감히 우리 애 이름이 나오게 만들어요?,분노
36262,안 간다는 말이 나와? 그리구 거기 등록금이 얼만 줄이나 알아?,분노
36263,엄마야 말루 부자들 학교까지 돈지랄 한다구 입에 거품 물땐 언제구!,분노
36264,"거야 남의 떡일 때 배 아파 하는 소리구, 솔직히 이건 완전 마른하늘에 로또 벼락 친 건데. 안 좋으면 그게 사람이야?",행복
36265,엄만 사람을 뭘루 보구?! 내가 그깟 수영장에 팔려갈 애루 보여? 싫어! 안가! 죽어두 안가!!,분노
36266,오호- 완전 신상인데?,놀람
36267,"죽이지? 상점에 딱 두 장 들어온 건데. 하난 여기 있구, 또 하난 누가 샀는지 아냐?",행복
36268,오호- 완전 대박인데!,놀람
36269,어쨌든 다행이다. 빨리 친구가 생겨서. 난 또 니가 왕따 당하면 어쩌나 걱정했잖아,슬픔
36270,뭐?,놀람
36271,너는 누구냐?,슬픔
36272,그래 할 말 있다. 것두 아-주 많거든?,분노
36273,뭐?!,놀람
36274,너한텐 인간에 대한 최소한의 예의라는 것도 없냐?,분노
36275,하!,분노
36276,"가진 자의 겸손 같은 건 바라지두 않아요. 먹기 싫음 그냥 좋은 말루 거절하면 되지, 아니 만든 정성을 생각해서 좀 받아주면 어디 덧나냐? 그러다 쟤두 옥상에서 뛰어내리면 어떡할 건데 이 나쁜 놈아!!",분노
36277,무슨 수영을 그렇게 해? 쓰러지겠어.,슬픔
36278,"하나 더 추가, 어때?",행복
36279,선배님! 선배님! 죄송해요.,슬픔
36280,"죄송? 죄송하다는 말루 다 되면 세상에 법은 왜 있구, 경찰은 왜 있겠니?",분노
36281,전 정말 실수로. 구두는 당장 똑같은 걸로 사드릴게요.,슬픔
36282,"너, 나보다 돈 많아? 돈 많아도 안될 걸? 이거 피렌체에서 장인이 만든 구둔데, 뭔 수로 당장 똑같은 걸 사줄 건데?",분노
36283,죄송해요. 그럼 제가 할 수 있는 건 뭐든 다,슬픔
36284,..선배님!,놀람
36285,그만둬!,분노
36286,얜 뭐 넘어지구 싶어 넘어졌겠어? 사과했으면 충분한 거 아냐?,분노
36287,"남 아니구, 친구거든? 부자들 사전엔 친구나 우정 뭐 그런 단어는 안 키우나봐?",분노
36288,뭐?,놀람
36289,뭐?!,놀람
36290,미쳤어. 미쳤어-,놀람
36291,엉?,놀람
36292,건들지 마. 머리 돌아가는 소리 안들려? 그녀석 제대로 밟아줄 한방을 생각하는 중이란 말야.,분노
36293,이게 계란이 몇 판이야? 이것들이 요새 밀가루가 금가룬 줄 모르구! 죽을라구. 아우- 아까워. 이게 핫케잌 몇 장이냐?,분노
36294,옴마야!...누...누구세요?,놀람
36295,어!,놀람
36296,네?,놀람
36297,"내가 원가 빤히 아는데, 건 너무 한다 아저씨",분노
36298,알았어요. 알았어. 2만 5천원!,슬픔
36299,"얘가 얘가, 남들은 다이어트 한다 목숨도 거는 판에 이게 무슨 짓이야 대체?",분노
36300,"다이어트해서 몸매라도 먹어줘야 부잣집 도령들이 너한테 눈길을 주지 우리가 솔직히 돈이 돼, 집안이 돼, 하다못해 니 머리가 좋아. 이것보다 중요한 게 어딨다구 하찮대 하찮길? 밥통 이리 안 내놔?",분노
36301,진짜 안 내놔? 요새는 수영선수도 날씬해야 스타 되는 세상이야.,분노
36302,뭐?! 너 진짜 괜찮아?,놀람
36303,"그게 별일이 아냐? 이뻐서 참아줄라 그랬더니 진짜 나쁜 놈들이네? 끼리끼리 논다구, 그런 놈들이 넷이나 붙어 다닌다 이거지?",분노
36304,한 사람은....다른 거 같아.,행복
36305,미안해. 다 나 때문에 생긴 일인데.,슬픔
36306,?! 아냐! 그러지마,놀람
36307,응?,놀람
36308,고마워…,행복
36309,되게 처절하게 들리는 거 알어?,슬픔
36310,에이- 설마?,놀람
36311,분부..? 누가요?,놀람
36312,네?,놀람
36313,"여기가...우리나라, 그니까 한국에 있는 건 맞죠?",놀람
36314,청와대나....뭐 그런덴가요 혹시?,놀람
36315,기다려요? 누가요?,놀람
36316,너?! 니가 대체 여기 왜 있는 거야?!,놀람
36317,우리 집?! .....그럼 여기가 니네 집이란 말야?,놀람
36318,왜? 또 무슨 짓을 할려구!,분노
36319,뭐?,놀람
36320,"백조겠지. 뭐 상관없구, 뭐하는 짓이야 이게? 누가 너한테 이딴 거 해 달랬어?",분노
36321,갖다버려-!,분노
36322,앗!,놀람
36323,뭐해! 당장 갖다버리란 말 안들려?!,분노
36324,그리구 다 짤라버려!,분노
36325,네?,놀람
36326,"오늘 그 녀석 시중든 놈들, 다 짤라 버리라구! 머리가 그게 뭐야? 옷은 또 어떻구! 그따위로 촌스럽게 밖에 못하겠어? 다시 찾아와. 일류로 다시 데려오란말야!",분노
36327,하지마!,분노
36328,뭐?,놀람
36329,"...찔찔짜는 거, 하지 말라구. 안 어울려.",슬픔
36330,"무슨 상관이야? 이제 우는 것까지 니 허락 받구 울어야 돼? 그리구, 내가 울고 비참해지면 젤 신나는 사람, 너 아녔어?",슬픔
36331,누가 부탁했어? 이 세상에 다 죽고 남은 사람이 너 하나뿐이래도 너한텐 도움 안 받아! 코피 터져 죽고 말지 절대 사절이라구!,분노
36332,뭐!,분노
36333,"대체 어디가 그렇게 싫은데? 어디가 맘에 안드는데? 잘생겼지, 키크지, 똑똑하지, 돈 많지. 어떻게 내가! 이 구준표가 싫을 수가 있어? 너 진짜 바보 아냐?",분노
36334,"아직 모르나 본데, 니 몽타주 완전 비호감이야. 느끼한 낯짝에, 재수 없는 걸음걸이에, 꼬불거리는 머리카락까지 짜증 지대루거든!",분노
36335,아직 안 끝났어.,분노
36336,"늬들만 사복입고 다니는 것도 재수 없구, 레드카드니 뭐니 약한 애들 괴롭히면서 히히덕거리는 니 무신경은 진짜 최악이야.",분노
36337,너!,분노
36338,다시 말해줘? 한마디로 너란 인간의 모든 게 다 싫다구우!! ,분노
36339,아우-!!,분노
36340,넌 대체 여기 왜 있는 거야? 지금쯤 북유럽인지 피요르든지 갔어야 하는 거 아냐?,놀람
36341,"뭐 한두번 가본데도 아니구, 식상해서 말이지. 좀 참신한델 찾아보라고 했더니 누가 여길 추천하더라구? 근데 완전 우연이네? 너두 여기 있는 줄은 진짜 몰랐다 야",행복
36342,아앗! 이거 왜 이래?!,놀람
36343,아뇨!....그건 그냥 예의로,놀람
36344,"동생이 자상? ..봐요, 특별한 사람이라니까요.",놀람
36345,네?,놀람
36346,걔가 외롭다구요? 말두 안 돼.,놀람
36347,"1년에 부모님 얼굴 보는 건 한 달이나 될까? 태어난 그 순간부터 평범한 아들이나 친구가 아니라 오직 재벌가의 후계자로만 대하는 사람들한테 둘러싸인 기분, 짐작이 돼요?",슬픔
36348,아니요..,슬픔
36349,기는 무슨- 컨디션 짱인데. 차 준비해. 빨리 학교가야지,행복
36350,이렇게 일찍 말씀이십니까?,놀람
36351,학생이 학교 가는데 일찍이 어딨어. 일찍 일어나는 벌레가 빨리 죽는다는 속담두 몰라?,행복
36352,아니 왜?,놀람
36353,예?,놀람
36354,뭘 저렇게 열심히 하는 걸 첨 본다 난.,놀람
36355,기대하던 사람이 아니라서 실망이야?,분노
36356,니가 왜,놀람
36357,"왜, 난 오면 안 되냐? 여기, 니 둘이 전세라도 냈어?",분노
36358,난 있어!,분노
36359,난 할 말 있다구!,분노
36360,이 손 놓구 말해,분노
36361,감히 니까짓 게! 날 가지구 놀아?,분노
36362,그래도 너 같은 걸 귀엽게 봐줄려고 했던 내가....우스웠냐?,분노
36363,"아는지 모르겠는데, 난 당한 걸 똑같이 돌려주는 사람이 아니야. 그대로 갚아 주는 건 성에 차질 않거든.",분노
36364,너 진짜 학교 안가?,분노
36365,안가!,슬픔
36366,"맞구 갈래, 그냥 갈래?",분노
36367,맞구 안갈래. 때려.,슬픔
36368,너 정말?,분노
36369,"안가! 못가! 차라리 한강에서 얼음 깨고 수영을 하면 했지, 그딴 학교 다신 안가. 나 죽는 꼴 보려면 가라구 그래.",분노
36370,나두 버려진 느낌이야.,슬픔
36371,"여기서 버릴 수 없는 게 있다면, 그건 바로 너야.",슬픔
36372,거짓말 하지 마.,분노
36373,거짓말이라면 니가 다른 사람을 바라보는 게 그렇게 신경 쓰이지도 않았겠지.,슬픔
36374,무슨 말이야?,놀람
36375,니가 그 아이한테 달려갔을 때 나두 모르게 가슴이 쿵- 내려앉더라. 웃기지?,슬픔
36376,농담 들어줄 기분 아냐.,슬픔
36377,하지만 한편으론 흐뭇 하달까. 어느새 진짜 남자가 돼버렸구나-하고,슬픔
36378,웃기지마! 어차피 니 멋대로 할 거면서.,분노
36379,우리나라에두 이런 데가 있긴 있구나. 근데 손님이 왜 하나두 없어?,놀람
36380,뭐?,놀람
36381,"!....말두 안 돼. 나 같은 건 첨부터 언니 같은 사람이랑 게임두 안되는데. 무슨-. 예쁘지도 않지, 머리두 나쁘지, 집도 가난한데다",슬픔
36382,그래. 이런 시시한 여자애가 어떻게 언니를 질투해. 자격상실이야 처음부터.,슬픔
36383,뭐?,놀람
36384,뭐?,놀람
36385,이걸 다 마신거야?! 야! 정신 좀 차려 이 여자야!,놀람
36386,"헤에?! 여자? 그래, 나 여자다! 서민은 뭐 여자두 아니냐?",슬픔
36387,허!,놀람
36388,집안도 외모도 머리도 죄다 꽝이라구? 나두 알아. 니가 그렇게 콕 찝어 안가르쳐두 날마다 뼈저리게 느낀다구 이 자식아.,슬픔
36389,"팔자에 없는 귀족학교 가서 왕따 당해야지, 툭하면 사고치는 아빠땜에 알바 뛰어야지, 등록금 면제받으려면 틈틈이 수영도 해야지. 도련님들 사랑 놀음에 끼어들 새 없거든요 나두? 딸꾹!",슬픔
36390,이 주정뱅이가! 야 깡패! 좀 일어나봐,놀람
36391,웬일이래? 냄새만 맡아두 무지 비싼빵이다 이거-,행복
36392,에헷-?! 어떻게 된 거야? 내가...여기 왜 있어?,놀람
36393,그니까 날 우리집에 안 데려가고 또 니 집에 데려다 놨냐구우-!,놀람
36394,지금 이 상황에서 니 옷자랑 들어줄 기분 아니거든?,분노
36395,어제 니가 뭘 입었든 그게 지금 무슨 상관이냐구!,분노
36396,"어제 처음 입었는데, 그게 마지막이 됐지. 누구 덕분에",슬픔
36397,어?…어!,슬픔
